RECORD_ID,PUBLISHED_DATE,DATE_LAST_MODIFIED,AGENCY_ACRONYM,AGENCY_NAME,DATA_OWNER,DATASET_NAME,DATASET_SUMMARY,DATASET_CLASSIFICATION_NAME,DATASET_CLASSIFICATION_REASON,DATASET_TYPE,DATASET_CATEGORY,KEYWORDS,EARLIEST_DATE_OF_RECORDS,UPDATE_INTERVAL,INTEREST,DATASET_URL,OBJECTID,OPENDATA_PORTAL
5215,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,Sentry Power Manager - Assets,Inventory of Power Distribution Units (PDUs) in OCTO Data Centers. Used to manage and monitor power in data centers.,Confidential,This dataset contains Critical Infrastructure information.,Other,Government Operations,"telecommunications, infrastructure, assets",,Unknown,Unknown,,2333,No
5216,2018-03-11,2018-01-04 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,Cisco Prime License Inventory,"Inventory of hardware licenses to register Cisco Phones to the Cisco IP PBX.  The Cisco Phones and PBX are used to support of Government Operations which includes all Public Safety, Health, Education and Government operations. May contain information about location and infrastructure.",Restricted Confidential,"The dataset contains information on DC Government?s communication Critical  Infrastructure in direct support of public safety, health, and education. Disclosure of this data would allow malicious entities  to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city?s public safety at risk.",Other,Utility and Communication,"Critical Infrastructure, Assets, telecommunications, voice mail",,Daily,Occasional Requests,,2334,No
5217,2018-03-11,2017-07-26 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO-Telecom,Citywide Telecom Inventory and Billing Management,"Inventory of telecom equipment and phone numbers for all DC Government central pay agencies. Inventory includes all telecom equipment (cell phone, tablet, Mifi, web conferencing account, audio-only conference calling account, e-fax, and landline phone)",Confidential,"The database contains direct contact info for all users, Personally Identifiable Information (PII).",Database,Government Operations,government operations,2006-10-02,Real-Time/Near Real-Time,Frequent Requests,,2335,No
5218,2018-03-11,2017-10-11 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,Cisco Prime DCPS Wireless Infrastructure Inventory,Locations and configuration information related to District of Columbia Public Schools (DCPS) indoor and outdoor wireless infrastructure access points,Restricted Confidential,"The dataset contains Critical Infrastructure information on DCPS wireless network infrastructure and individual user connectivity history which should not be exposed to public. Disclosure of this data would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city?s public safety at risk.",Other,Utility and Communication,"Critical Wireless Infrastructure, Usage, WiFi, communications, internet",2014-01-01,Real-Time/Near Real-Time,Occasional Requests,,2336,No
5219,2018-03-11,2018-01-04 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,OneControl Network Map,Maintains information about the District of Columbia's Dense Wavelength Division Multiplexing (DWDM) network. DWDM works by combining and transmitting multiple signals simultaneously at different wavelengths on the same fiber. This dataset contains information related to fiber network locations and where technicians will be able to place nodes used to increase bandwidth over existing fiber networks.,Restricted Confidential,"The dataset contains information on DC Government?s communication Critical Infrastructure in direct support of public safety, health, and education. Disclosure of this data would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and could cause major damage to critical infrastructure.",Other,Utility and Communication,"Telecommunications Network, DWDM, telecommunications, fiber",,Real-Time/Near Real-Time,No Requests,,2337,No
5220,2018-03-11,2018-01-04 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO DC-Net,Spatial Network Access Program (SNAP),"Maintains the mapping and tabular data on the physical network layer in support of Government Operations which includes all Public Safety, Health, Education and Government Ops.",Restricted Confidential,"The dataset contains information on DC Government?s communication Critical  Infrastructure in direct support of public safety, health, and education. Disclosure of this data would allow malicious entities to target known internal communication assets and other datasets, scan for vulnerabilities, and potentially gain access to other Level 4 or below data putting the city?s public safety at risk.",Database,Utility and Communication,"Critical Physical Infrastructure, Assets, telecommunications",2011-08-24,Daily,Occasional Requests,,2338,No
5221,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO NOC,Solarwinds Dataset,"Network Scanning software data that  contains confidential device and application details (hostnames, IP addresses, connectivity, etc.).",Confidential,This data set contains District Critical Infrastructure information.,Database,Technology,technology,,Daily,Occasional Requests,,2339,No
5222,2018-03-11,2017-06-28 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - GIS,MAR Addresses,"Over 140,000 addresses and their associated geographies. Addresses are the way structures are identified and have the following components: Street Number, Street Name, Quadrant, City, State, Zip Code. For example: 441 4th Street NW, Washington, DC 20001.",Open,,Database,Location,"Address, Master Address Reposity, DC GIS, DCRA",2005-06-01,Daily,Frequent Requests,http://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Location_WebMercator/MapServer/0,2340,No
5223,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO-PASS,OCTO PASS Direct Vouchers,PASS Direct Vouchers are all direct vouchers of the agencies processed in PASS,For District Government Use,Data is subject to one or more FOIA exemptions,Database,Government Operations,"PASS, Direct Vouchers, procurement",,Real-Time/Near Real-Time,NULL,,2341,No
5224,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO-PASS,OCTO PASS Invoices,PASS Invoices are all the invoices of the agencies processed in PASS,For District Government Use,Data is subject to one or more FOIA exemptions,Database,Government Operations,"PASS, PASS invoices, procurement",,Real-Time/Near Real-Time,NULL,,2342,No
5225,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO-PASS,OCTO PASS Receipts,PASS Receipts are all the good and services received by agencies in PASS,For District Government Use,Data is subject to one or more FOIA exemptions,Database,Government Operations,"PASS, PASS Receipts,  procurement",,Real-Time/Near Real-Time,Unknown,,2343,No
5226,2018-03-11,,OCTO,Office of the Chief Technology Officer,OCTO-PASS,OCTO PASS Solicitations,PASS Solicitations are all the solicitations processed by agencies in PASS,Open,Open,Database,Government Operations,"PASS, Solicitations, procurement",,Real-Time/Near Real-Time,Unknown,,2344,No
5227,2018-03-11,2017-08-15 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - PASS,Purchase Order details,Purchase orders issued by agencies using the PASS system.,Open,open,Database,Government Operations,"PASS, purchase orders, procurement",,Daily,NULL,http://opendata.dc.gov/datasets?q=purchase%20orders,2345,No
5228,2018-03-11,2017-10-11 00:00:00,OCTO,Office of the Chief Technology Officer,OCTO - Applications,RemedyForce Change Management,"RemedyForce (OCTO's Help Desk) Change Management is used to document and track all requests to make operational changes to the networked environment supporting the District Government.  This includes but is not limited to software installations and updates, and hardware installations and maintenance.",Confidential,This data contains information relating to the IT Critical Infrastructure of the District.,Database,Government Operations,Change management requests task,2014-10-01,Real-Time/Near Real-Time,Unknown,,2346,No
