ACRONYM,AGENCYNAME,DATASETNAME,DATAOWNER,DATASETCATEGORYNAME,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETTYPENAME,EARLIESTDATEOFRECORDS,EDI_ID,PUBLICINTERESTNAME,KEYWORDS,UPDATEINTERVALNAME,OPENDATA_PORTAL
DCPS,District of Columbia Public Schools,DCPS Central Office Performance Assessments,DCPS - Employee Services,Administrative and Other Boundaries,Level 3,Includes quarterly performance assessment comments for all DCPS employees. Contains Personally Identifiable Information (PII).,Database,,2155,No Requests,"Education, schools",Quarterly,False
DCPS,District of Columbia Public Schools,DCPS Human Capital Analytics,DCPS - Employee Services,Administrative and Other Boundaries,Level 3,Contains Personally Identifiable Information (PII) including sensitive data re: IMPACT scores.,Database,,2157,Occasional Requests,"Education, schools",Daily,False
DCPS,District of Columbia Public Schools,DCPS Extracurricular Job Applications,DCPS - Employee Services,Administrative and Other Boundaries,Level 3,Includes Personally Identifiable Information (PII) in the application completed by staff and non-employees. Exempt from disclosure under D.C. Code § 2-534(a)(2).,Database,,2159,No Requests,"Education, schools",Daily,False
DCPS,District of Columbia Public Schools,DCPS Compensatory Education Plan Data,DCPS - Specialized Instruction,Education,Level 3,Contains student-level information subject to Family Educational Rights and Privacy Act (FERPA).,Database,,2162,Unknown,"Education, schools",Real-Time/Near Real-Time,False
DCPS,District of Columbia Public Schools,DCPS Leave of Absence Requests,DCPS - Employee Services,Administrative and Other Boundaries,Level 3,Includes protected health information (PHI) information for applicants. Personally Identifiable Information (PII) regarding leave is exempt from release through FOIA exemption D.C. Code § 2-534(a)(2).,Database,,2163,No Requests,"Education, schools",Real-Time/Near Real-Time,False
DCPS,District of Columbia Public Schools,Office of Specialized Instruction (OSI) IPD Budget Management Data,DCPS - Specialized Instruction,Education,Level 3,This is primarily a budget tracking tool but does contain some instances of student information which qualifies as Personally Identifiable Information (PII) when the purchase is for goods or services for a specific student.,Database,,2164,Occasional Requests,"Education, schools",Real-Time/Near Real-Time,False
DCPS,District of Columbia Public Schools,DCPS Resignations and Retirement Data,DCPS - Employee Services,Administrative and Other Boundaries,Level 3,"The dataset includes Personally Identifiable Information (PII), such as Social Security Numbers, and is exempt from public disclosure under D.C. Code § 2-534(a)(2).",Database,,2165,Occasional Requests,"Education, schools",Daily,False
DCPS,District of Columbia Public Schools,Typing Agent Data,DCPS - Curricular Innovation,Education,Level 3,Contains personally identifiable student data that is protected by Family Educational Rights and Privacy Act (FERPA).,Other,,2167,Unknown,"Education, schools",Unknown,False
DCPS,District of Columbia Public Schools,Reasonable Accommodations Data,DCPS - Labor Management and Employee Relations,Administrative and Other Boundaries,Level 3,"Contains Personally Identifiable Information (PII) pertaining to employee health/disability, possibly protected by Health Insurance Portability and Accountability Act (HIPAA).",Spreadsheet,,2168,Occasional Requests,"Education, schools",Daily,False
DCPS,District of Columbia Public Schools,EEO Complaint Listing,DCPS - Labor Management and Employee Relations,Administrative and Other Boundaries,Level 3,Contains Personally Identifiable Information (PII); contains sensitive information about discrimination/harassment claims.  Sensitive but unclassified. Exempt from disclosure under D.C. Code § 2-534(a)(2).,Database,,2169,Occasional Requests,"Education, schools",Daily,False
DCPS,District of Columbia Public Schools,Office of Specialized Instruction (OSI) Location Data,DCPS - Specialized Instruction,Education,Level 3,Contains student information that is exempt from public disclosure under the Family Educational Rights and Privacy Act (FERPA). The dataset also contains Personally Identifiable Information (PII) and the information is exempt from public disclosure under D.C. Code § 2-534(a)(2).,Database,,2170,Unknown,"Education, schools",Real-Time/Near Real-Time,False
FEMS,Fire and Emergency Medical Services,Juvenile Fire Setters,FEMS,Education,Level 3,It contains personal information about Juvenile.,Database,00:00.0,3433,No Info,,Unknown,False
FEMS,Fire and Emergency Medical Services,CodeSTAT,FEMS,Government Operations,Level 3,It contains patients information.,Database,,3448,No Info,,No Info,False
FEMS,Fire and Emergency Medical Services,Online Service request database,FEMS,Financial,Level 3,It contains credit card information.,Database,,3450,No Info,,No Info,False
FEMS,Fire and Emergency Medical Services,PID Info,FEMS,Government Operations,Level 3,"It contains personal information including name, address, age, ssn and others",Database,,3452,No Info,,Unknown,False
FEMS,Fire and Emergency Medical Services,SafetyPad-Patients,DC Fire and Emergency Medicine,Health and Human Services,Level 3,This is Protected Health Information (PHI) as covered by the Health Insurance Portability and Accountability Act (HIPAA).,Other,00:00.0,2874,Occasional Requests,"health, SafetyPad, Medical Transport, FEMS, DC Fire, EMS",Real-Time/Near Real-Time,False
FEMS,Fire and Emergency Medical Services,FEMS DAPPR Inventory,DC Fire and Emergency Medicine,Public Safety,Level 3,This database contains Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI).,Other,00:00.0,2875,Frequent Requests,public safety,Daily,False
HSEMA,Homeland Security and Emergency Management Agency,First Amendment Protected Events,HSEMA,Public Safety,Level 3,This data contains Law Enforcement Sensitive information.,Other,,2877,Unknown,public safety,Static,False
MPD,Metropolitan Police Department,Automated Fingerprint ID System/Face Detective,MPD,Public Safety,Level 3,"This dataset contains Personally Identifiable Information (PII), including both faces and fingerprints. Material if released could also affect an ongoing investigation. The information in this dataset is also law enforcement sensitive and exempt from public disclosure under FOIA - D.C. Code § 2-534(a)(3) and (a)(2).",Other,,2837,Unknown,public safety fingerprints,Real-Time/Near Real-Time,False
MPD,Metropolitan Police Department,CCTV,MPD,Public Safety,Level 3,"This dataset contains information of potential crimes (not convicted), along with other Law Enforcement Sensitive information about occurrences of crimes that could compromise an ongoing investigation.",Other,,2838,Unknown,public safety cctv,Real-Time/Near Real-Time,False
MPD,Metropolitan Police Department,Evidence on Q,MPD,Public Safety,Level 3,This dataset contains Law Enforcement Sensitive Information that could potentially compromise an ongoing police investigation.,Database,,2839,Unknown,public safety,Daily,False
MPD,Metropolitan Police Department,eSOPH,MPD,Public Safety,Level 3,This dataset contains Personally Identifiable Information (PII) and Health Insurance Portability and Accountability Act (HIPAA) personal information.,Other,,2844,Unknown,public safety,Weekly,False
MPD,Metropolitan Police Department,Warrant Reports,MPD,Public Safety,Level 3,This dataset contains Law Enforcement Sensitive information which is used to track public safety officials who are serving warrants to individuals.,Database,,2846,Unknown,public safety,Daily,False
MPD,Metropolitan Police Department,CopLogic,MPD,Public Safety,Level 3,"This dataset contains law enforcement sensitive information about specific incidents, and Personally Identifiable Information (PII) about individuals who are reporting crime in Washington, DC. ",Other,,2848,Unknown,public safety,Daily,False
MPD,Metropolitan Police Department,Online Vessel Renewal System  (OVeRS),MPD,Public Safety,Level 3,This dataset stores Personally Identifiable Information (PII) of boat owners. FOIA Exemption DC Code § 2-534(a)(2) applies to this dataset.,Database,,2849,Unknown,public safety,Weekly,False
MPD,Metropolitan Police Department,License Plate Reader,MPD,Public Safety,Level 3,"""This dataset contains Law Enforcement Sensitive Information, and inadvertently releasing this information could potentially compromise ongoing investigations.",Database,,2851,Unknown,public safety,Real-Time/Near Real-Time,False
MPD,Metropolitan Police Department,Centricity,MPD,Public Safety,Level 3,This dataset contains Protected Health Information (PHI) under the Health Insurance Portability and Accountability Act (HIPAA). It is data related to MPD officers and their health. ,Other,,2852,Unknown,public safety,Weekly,False
MPD,Metropolitan Police Department,Warehouse Librarian,MPD,Public Safety,Level 3,This dataset contains Law Enforcement Sensitive information  about police evidence related to ongoing investigations.,Other,,2853,Unknown,public safety,Weekly,False
MPD,Metropolitan Police Department,AXIS,MPD,Public Safety,Level 3,This data set contains information which may affect an ongoing investigation and is considered Law Enforcement Sensitive. ,Other,,2854,Unknown,public safety traffic,Daily,False
MPD,Metropolitan Police Department,Victim Services Bureau Database,MPD,Public Safety,Level 3,This dataset contains Personally Identifiable Information (PII)  about victims and is law enforcement sensitive information.,Database,,2855,Unknown,public safety,Weekly,False
MPD,Metropolitan Police Department,ShotSpotter,MPD,Public Safety,Level 3,"This dataset is not proactively released, but we have a generalizable dataset that we release to the public on our website that protects privacy. The information in this dataset is exempt from public disclosure under § 2-534(a)(3) and is law enforcement sensitive.",Database,,2856,Unknown,public safety,Real-Time/Near Real-Time,False
MPD,Metropolitan Police Department,Court Alert Notification System (CANS),MPD,Public Safety,Level 3,This dataset contains law enforcement sensitive information regarding an officer's location at specific times. ,Other,,2857,Unknown,public safety,Daily,False
